Alue;VP_A;VP_BC;VP_DEF;VP_GHUX;VP_JKLM;VP_NO;VP_P;VP_Q
Janakkala;5.83397092578424;32.1729150726855;8.91354246365723;21.9395562356542;4.80107115531752;4.47589900535578;7.88064269319051;13.982402448355
Joensuu;2.36287952987267;16.1024730656219;8.13234573947111;26.5303623898139;9.41172869735553;10.9176052889324;9.4851860920666;17.0574191968658
Jokioinen;9.40940940940941;15.7157157157157;7.25725725725726;13.2632632632633;31.3813813813814;4.65465465465465;5.05505505505506;13.2632632632633
Jomala;7.09639266706091;8.69308101714962;16.5582495564755;40.508574807806;4.55351862803075;2.06978119455943;9.46185688941455;11.0585452395033
Joroinen;25.5102040816327;17.2869147659064;7.62304921968787;16.6866746698679;4.44177671068427;7.20288115246098;6.30252100840336;14.9459783913565
Joutsa;16.9759825327511;15.2292576419214;9.17030567685589;22.4344978165939;4.74890829694323;7.47816593886463;4.96724890829694;18.9956331877729
Juankoski;18.0319922443044;29.0353853611246;4.41105186621425;16.7716917111003;2.22976248182259;7.22249151720795;8.38584585555017;13.9117789626757
Juuka;14.2723444080487;36.0786148806738;4.25830603649977;17.3139915769771;3.13523631258774;6.78521291530183;4.67945718296678;13.4768366869443
Juupajoki;13.5897435897436;14.1025641025641;13.8461538461538;21.2820512820513;4.87179487179487;16.4102564102564;3.71794871794872;12.1794871794872
Juva;22.5408203902828;11.5491835921943;8.64197530864197;26.0454002389486;3.8231780167264;7.48705694942254;4.61967343687774;15.2927120669056
Jyväskylä;1.03152719178765;15.4729078768147;7.67084150028238;23.7517026012425;13.9912295272582;13.1108601043155;9.6292481977343;15.3416830005648
Jämijärvi;23.6467236467236;15.3846153846154;19.0883190883191;16.0968660968661;1.99430199430199;6.12535612535613;4.84330484330484;12.8205128205128
Jämsä;4.47728989103463;30.9850037760276;7.90808069910454;21.9549034415795;5.1030316107455;8.6848635235732;5.95533498759305;14.931492070342
Järvenpää;0.145431041447847;19.6897471115779;8.09566130726347;26.4361315342975;8.41076189706714;13.1938272602408;10.6649430395088;13.3634968085966
Kaarina;1.82926829268293;23.1914014055395;9.48739148408433;26.3021909880116;9.31169904919388;9.09466721785862;5.5601488218272;15.223232740802
Kaavi;13.7126865671642;23.0410447761194;5.41044776119403;24.6268656716418;4.38432835820895;7.08955223880597;5.69029850746269;16.044776119403
Kajaani;3.0316289536192;14.008001000125;7.70096262032754;24.1405175646956;7.79472434054257;15.9394924365546;8.58232279034879;18.8023502937867
Kalajoki;17.9237463738085;21.0733526730211;10.5263157894737;22.689598010775;5.63613758806465;5.59469539991712;6.02983837546623;10.5263157894737
Kangasala;4.80169340463458;25.4567736185383;9.21345811051693;22.0922459893048;5.55926916221034;7.62032085561497;4.59001782531194;20.6662210338681
Kangasniemi;18.8720173535792;13.177874186551;7.75488069414317;27.060737527115;6.50759219088937;6.56182212581345;5.04338394793926;15.0216919739696
Kankaanpää;5.3568281938326;19.1013215859031;8.44052863436123;21.0220264317181;6.7488986784141;13.726872246696;9.12775330396476;16.4757709251101
Kannonkoski;21.1538461538462;21.1538461538462;3.46153846153846;22.500001;3.46153846153846;5.57692307692308;7.500001;15.1923076923077
Kannus;12.295719844358;26.8093385214008;7.00389105058366;21.6731517509728;4.90272373540856;6.6147859922179;7.23735408560311;13.4630350194553
Karijoki;27.7358490566038;23.0188679245283;14.5283018867925;13.3962264150943;4.52830188679245;4.52830188679245;1.88679245283019;10.377358490566
Karkkila;2.45559038662487;42.0062695924765;8.3594566353187;20.5590386624869;5.61650992685475;7.78474399164054;3.76175548589342;9.45663531870428
Karstula;16.7145318782309;23.2624928202183;7.0649052268811;19.1269385410684;4.76737507179782;5.39919586444572;6.83515221137277;16.8294083859851
Karvia;27.7227722772277;21.2871287128713;7.62376237623762;21.980198019802;3.46534653465347;4.65346534653465;3.56435643564356;9.7029702970297
Kaskinen;4.78128179043744;58.3926754832146;3.56052899287894;17.7009155645982;3.35707019328586;5.49338758901323;2.13631739572737;4.57782299084435
Kauhajoki;10.79820029995;26.4122646225629;6.58223629395101;23.1794700883186;6.13231128145309;5.93234460923179;8.3652724545909;12.5979003499417
Kauhava;13.278830670135;32.1070234113712;4.33543911804781;19.4475411866716;4.90523968784838;7.82856435030348;5.12820512820513;12.9691564474173
Kauniainen;0.267618198037467;5.12934879571811;2.31935771632471;23.8180196253345;11.1953612845674;8.51917930419268;15.1650312221231;33.586083853702
Kaustinen;20.7473508087005;12.7161182375906;5.63301728945901;26.0457334076966;9.92749581706637;7.5292805354155;6.52537646402677;10.8756274400446
Keitele;15.6433978132885;41.4634146341463;2.4390243902439;19.7645079899075;2.85954583683768;3.36417157275021;2.94365012615643;11.5222876366695
Kemi;1.06733941393363;23.4814671065399;6.28759945662721;26.7417038618281;10.343489229575;7.76246846497186;5.54046186687367;18.7754705996507
Keminmaa;4.22875553765606;18.8884414015304;13.6528393072896;29.6012887635924;8.61860652436569;4.26902939991945;6.60491341119613;14.1361256544503
Kempele;0.896511401286299;31.2999415318651;11.6351588384331;27.2071720912103;4.46306762814266;5.65191970376145;6.47047359189242;12.3757552134087
