Alue,M_A,M_BC,M_DEF,M_GHUX,M_JKLM,M_NO,M_P,M_Q
Orimattila,-1.75674867648209,-4.69010592742844,1.10945527636342,5.4127398085671,0.461770915262657,-0.337353332137453,-0.372194854953475,0.172436790808279
Oripää,0.397178916109876,-2.64291017074981,1.68197847067557,3.07628062360802,-1.04862657757981,-0.918708240534521,-1.875,1.32980697847067
Orivesi,-2.13196091460294,-3.32776700736563,0.39038941883741,2.0149104534938,-0.201333429561919,0.781608394450929,0.4528550440785,2.02129804066985
Oulainen,-0.676718011810967,-3.56240762576766,-1.15182520194268,-0.0055026026175824,0.329917900034388,0.168436367960059,1.38043848595152,3.51766068819293
Oulu,-0.00303564032745041,-4.10161078808712,-0.640554529797257,0.476099447283808,0.976887902995522,1.01741193673407,0.151798526303807,2.12300314489462
Padasjoki,-3.293683449859,-1.59629154290326,0.750673052592705,3.12727247858883,-0.792731715879483,-2.44270789403496,-0.088562551148577,4.33603162264375
Paimio,0.304154274257487,-4.68573315937211,-2.7364947804498,2.88489953634122,0.137800661193842,-1.51308865961915,0.134759118451267,5.47370300919725
Paltamo,-1.59911772814999,-3.63247863247863,0.199889716018749,13.3167907361456,-0.461814171491591,-2.9500964984836,-1.35097877033361,-3.52219465122691
Parikkala,-2.75608968146282,-2.14834916327454,1.40182205853848,2.45893907087937,-0.424307036247335,0.920656457969891,0.256961943529108,0.290366350067842
Parkano,-0.781836403719121,-5.45628401646589,0.877954557942266,2.6396193263624,-0.786920770645824,0.00590482711536389,0.214562770549856,3.28699970886094
Pelkosenniemi,-6.04366647844909,0,-4.06675450153711,-3.34588117196813,-1.54526632787502,8.94849112240416,-0.656879352531527,6.70995670995671
Perho,-1.95335522438326,-5.27911088658752,1.30691439102654,1.03561505430664,0.384496646178889,2.15261990962926,0.374205981682616,1.97861412814684
Pertunmaa,-3.3412398344985,0.327257811385362,1.19221714937937,-0.0980881723498364,0.0303181623626765,2.35589955771151,0.967506063632473,-1.43387073762305
Petäjävesi,-2.31786528432689,-1.83618024544858,0.362337226368547,-3.39238594135465,1.01040658276863,0.345552415451394,0.7287730693564,5.09936217718515
Pieksämäki,-1.00184995068721,-1.07562087978637,-1.33197170426166,-0.866830946517247,1.29101469002151,-1.39435527127804,0.915635471759054,3.46397859074996
Pielavesi,-3.91235469846389,2.03746667983019,-1.35479170551734,-1.44355407831565,0.138856894212803,2.7939122358611,-0.99439453274975,2.73485920514255
Pietarsaari,0.125689990733605,-5.26681584086785,2.28562331696516,0.221245967599497,-0.976133271404507,-1.04345337212614,1.01676221115012,3.63708099795013
Pedersören,-2.1465491827907,-4.11623477122108,1.4187496102453,2.88445403162257,-0.0576553491351697,-0.784214793104035,-0.406613357672923,3.20806381205603
Pihtipudas,-2.39752414218204,-2.54134990754058,-1.9093726457092,3.37202931306075,1.88668584343538,0.778285733853846,-0.908328196698856,1.7195740017807
Pirkkala,-0.112000876284851,-3.13136711649097,-0.908872412868163,1.70252400511626,1.34004308400518,-0.499091371957908,0.617596823294917,0.991167865185531
Polvijärvi,-3.69370916946461,0.727674969417766,0.818770984617787,-1.16202076989147,-0.110043986361624,0.999193149579657,0.218526326748393,2.2016084953541
Pomarkku,-3.04163079229202,-3.06300056366644,5.02499334130312,0.74546434345249,1.31656374076299,-0.303202988051511,0.615077767385393,-1.29426484889403
Pori,-0.0234744946289636,-2.6145351298892,-0.776922154726018,1.94322695013902,-0.805086620546399,1.29870108371289,-0.144491951294299,1.12258231723297
Pornainen,-1.09361051562437,-1.00688502829711,1.57155488832768,0.13220865855391,-0.697408625475241,2.90212318411885,-0.527138292165233,-1.28084426943849
Posio,-0.189022909414717,-3.94087805931083,0.0172022990366711,-2.10023206238701,0.99011036455382,1.89380447394695,-0.913138508864243,4.24215440243935
Pudasjärvi,-0.754951091217169,-3.31589319734121,0.846329181331714,-0.0994505933686902,-1.80318548918576,0.208164715061808,0.575715051751363,4.34327142296794
Pukkila,-4.46676231468197,0.368244858919177,3.41941654710665,7.60640841702535,-0.786704925872788,-3.35963653754185,0.0334768053562886,-2.81444285031086
Punkalaidun,-2.50889697256479,-0.16093415747395,-3.62483857293546,-0.666821110881088,-0.628127906097918,3.79579517411121,0.471958516941216,3.32186502890078
Puolanka,-1.78640543897122,-2.23887112937886,-0.499771291104071,1.65791143818148,-0.277969273513685,3.08411665587196,0.524401479896423,-0.463412440982026
Puumala,-3.59965625742795,0.809656706221441,-0.481040137098101,0.098069689318546,-0.893930151110431,1.79866459002714,-1.34521694178816,3.61345250185751
Pyhtää,-2.68730662713471,-3.2115107330007,1.89823470625763,1.5297430053877,0.789625073292695,2.31780081350282,0.505120347527225,-1.14170658583266
Pyhäjoki,-5.36673065352549,-2.0120046987365,1.32753631492995,0.857805919261953,-0.70939460791336,-0.232644758330229,0.248402716098902,5.88702976821477
Pyhäjärvi,-2.0623687047105,-3.4514433630477,0.491349263172802,2.47779290159639,-0.650477187074642,3.59955625142605,-1.26417202338335,0.859762862020943
Pyhäntä,0.0651788151788164,-1.36193011193011,1.04217854217854,-1.79361179361179,0.0214987714987716,-0.592410592410592,0.134111384111384,2.48498498498498
Pyhäranta,-2.05969334100271,-5.68841400707674,1.17655261368984,8.09351995491334,-2.19913661373632,-1.26370465914835,0.748926577306769,1.19194947505418
Pälkäne,0.200127741111348,-0.941735859768647,-0.385352352565468,1.11134766872472,-0.975090483287204,-0.912639273295011,0.600383223334044,1.30295933574622
Pöytyä,-0.950880591650371,-0.57611589329337,1.57561026128382,0.977307479089376,-0.898891873945331,0.30035759757784,-0.54709383433546,0.119706855273499
Porvoo,-0.181111808001214,-0.980057492468742,0.113416794704584,0.630886639093024,-0.829160162070302,0.0539910363405234,0.215850708027295,0.976184284374831
Raahe,-0.230192661437123,-3.06879647489635,0.204759081388017,0.692808002264677,0.50503886554178,1.59439414112901,-0.312087282326537,0.614076328336527
Raisio,-0.220526832492119,-3.35559692614525,-1.18001966564079,3.33222541354002,-1.20190604489496,-0.669358109895536,0.547132408610927,2.7480497569177
Rantasalmi,-0.584924401280212,-5.19382518485818,-0.277149321266968,2.34542269065225,-1.05824412316521,1.05176029135857,0.684940955744399,3.03201909281536
Ranua,-1.80563162911743,-2.01861070342407,0.788004418150732,-0.376208560923576,-0.028143014933955,-1.05624063790834,0.156208863536639,4.34062126461999
Rauma,-0.307410985685565,-4.64540308328641,-0.321856017400489,2.09180004077899,-0.418438403107288,2.93649008080642,-0.221307521513489,0.886125889407827
Rautalampi,-1.73946323400582,-1.78928523536246,-1.18300335637805,1.71557999563446,-1.50787412750321,1.0371589909136,0.41756514300089,3.04932182370059
Rautavaara,-3.57339845769056,1.98529845387468,0.594583531354394,0.443682810153014,0.0971314987043352,-0.277865465936331,-0.319493251095332,1.05006088063579
Rautjärvi,-1.47140970567252,-1.37464138799921,1.05215622580792,0.0645122117822048,-0.625768454287406,-0.0846248425143061,2.93659588032605,-0.496819927442736
Reisjärvi,-5.1696651192073,1.04820448249346,1.2919085629675,-0.232257373663899,2.75385610935667,-2.39300790838204,1.50468807262382,1.19627317381178
Riihimäki,-0.214119665291204,1.36904029838738,-0.43871478488753,-1.81960695854071,0.360399593108125,-1.96937535200745,0.749497132216871,1.96287973701452
Ristijärvi,-2.71875,-1.41666666666667,1.19791666666667,2.75,0.21875,-0.75,0.677083333333333,0.354166666666668
Rovaniemi,-0.152978314422346,-0.102225615874461,-1.39551303700876,1.13802957931532,-0.538742875602834,-1.17678154505807,0.372141588019474,1.85607022063168
Ruokolahti,-1.6003118673198,-3.01360293542269,-1.62087063908614,0.755837197291651,-0.171655073606094,5.8414655487627,1.69022981719055,-1.88109204781017
Ruovesi,2.09431713815115,-8.58812724388411,0.774059371370885,3.42611216953707,1.9350725253706,1.81180596142607,0.37541651802318,-1.82865643999484
Rusko,-0.540628385698808,-0.972487606290425,-1.96766144653468,6.47480219311205,-0.882366459831248,-0.0687809842739426,0.677500902853016,-2.72037821333596
Rääkkylä,-1.274002716844,-0.689924108348082,1.11373463204762,-1.48397961938472,2.06034479064446,4.47657900488089,0.284111604866322,-4.48686358786248
Raasepori,-0.319148936170213,-3.40618254702436,-0.303345667591737,2.44719395621338,0.366944187480728,0.976719087264879,-0.449814986123959,0.687634905951278
Saarijärvi,-1.51967760077978,-3.13807845421302,-0.760264115974053,3.42884420239818,1.29566138074451,0.458840459621038,0.359666872819632,-0.124992744616502
Salla,0.658092175777062,-0.143890675241158,-0.32609860664523,0.59887459807074,-2.35342979635584,-0.632636655948552,-0.594587352625938,2.79367631296892
Salo,0.288581728191223,-12.5486966464748,1.42559860176866,5.31506577891747,1.37869827286472,-0.050558652933554,0.722631476200782,3.46867944146546
Saltvik,-3.17367220593027,4.46073639622026,-0.488758553274684,-2.02508960573477,-1.23492994460736,0.213424568263278,2.91625936787227,-0.667970022808733
Sauvo,-6.08758492108527,-3.19608556699431,-0.754049220166159,0.875642244003565,5.82715163598671,0.167298203010333,0.020869157282732,3.14675846796239
Savitaipale,-0.233190507580751,-0.137469786860031,1.35904196879807,2.37379147440123,-0.186360140628433,-1.59278180619644,0.298835420786641,-1.88186662272028
Savonlinna,-0.806284396190008,-3.32283732000729,-0.125832870542823,0.0833240601086089,0.485336492092624,0.742812873523024,0.187049214614463,2.7564319464014
Savukoski,5.82914995653027,0.321115068569986,-1.87340494152621,-2.60257452954539,0.172476652550691,-5.58235409596993,0.583335670415346,3.15225621897524
Seinäjoki,-0.634379831133309,-2.86847306457367,0.0187560946604837,0.174164585563087,0.360148650255679,1.7351623260792,0.110042811273636,1.10457842787489
Sievi,-1.55543257673447,-4.3100291850564,3.2328882244311,0.628879351686781,0.254474813616039,-0.219154348908339,1.40349368113842,0.564880039826869
Siikainen,-2.85507215331777,-4.22780598219195,0.421281123035509,-1.07569493534406,0.0321316110789795,2.77402908981856,0.775799898606917,4.1553313483138
Siikajoki,-0.621089441688575,-2.70215550061245,0.128239305695672,1.9677415420428,1.71976575418128,-1.76336014859033,1.3107590338144,-0.039900544842812
Siilinjärvi,-1.00376891172217,-4.46314237436716,3.09990471907453,-0.776617955745206,0.769197662966426,0.629960803211162,0.378675517613872,1.36579053896854
Simo,-5.34835118903579,1.70688782805729,-0.511032404250171,-1.66355016829091,2.47882614338826,-1.47854015883142,-3.59702576060893,8.41278570957168
Sipoo,-0.977893981937755,-2.41489615254511,-0.777286434585585,0.865491226167951,-0.236465504017541,1.64213523692555,0.895056998340334,1.00385861165216
Siuntio,-1.176172793693,-0.198273340984436,-2.8348074404111,-0.931747081071386,-1.85479451381499,2.40493668179685,1.25181549864467,3.33904298953339
Sodankylä,-0.936191356712365,6.28304517430449,-0.288282631517363,-1.61643454084903,-0.343598947234844,-2.00152278491652,-1.98830553921254,0.891290626138174
Soini,-1.17997823477275,-11.0189267723514,4.19850111630933,3.20111518741655,0.14556898118542,5.14652261227604,-0.0555349870418365,-0.437267903021329
Somero,-0.169368473196862,-1.19001380039411,-0.148154239069711,2.8918655668245,-1.72630830209693,-2.52979741966279,0.118895531707369,2.75288113588854
Sonkajärvi,2.30134708443099,-5.77586582715219,1.80228852808865,-2.09463429013903,1.09272856736564,-0.849479040163418,0.273714104216879,3.24990087335247
Sotkamo,-1.86657934529628,4.00133776663445,-2.09147237560502,0.538205023368391,-1.25933535719645,0.765771156852226,-0.553466012404414,0.465539143647096
Sottunga,4.76973684210526,0,0.986842105263158,-0.657894736842104,3.61842105263158,-15.2960526315789,2.4671052631579,4.11184210526316
Sulkava,-4.36183626768785,2.04263246106986,-0.52019282159851,1.47444179807697,2.66582605582279,1.02014871547398,-1.99930467991926,-0.321715261237982
Sund,-6.50231124807396,3.6286594761171,-0.130970724191062,0.631741140215716,1.57164869029276,-8.34360554699538,-0.00770416024653287,9.15254237288136
Suomussalmi,-1.36613396277522,-2.12740152072128,0.498672271021166,0.282535406106103,-0.287698796579344,0.630852648686298,-0.316043029060094,2.68521698332237
Suonenjoki,0.260282241189639,2.6751381111305,-1.95960833257394,0.162456796975853,-0.258068349548067,-1.25774754950762,-0.794072940730836,1.17162002306447
Sysmä,-1.69320732887942,-4.56205659410321,1.47230989182919,2.96452153375355,-0.48045941871304,1.02649870069147,-0.508213967791535,1.78060718321299
Säkylä,-0.925169321569735,-0.105059919173904,-1.10053183665751,1.29781101821739,-0.0124612737464602,-2.05079880558545,-0.00344363068403331,2.8996537691997
Vaala,-2.00731139913593,-1.73064140910602,-1.81954137587238,-1.48762047191758,-0.0810069790628116,8.07494184114324,-0.228481222997673,-0.720338983050848
Sastamala,-0.801283428366627,-3.42132506148923,0.170218756495105,2.36402147034598,-0.0552414035460833,-0.619689006517618,0.132576235643187,2.2307224374353
Siikalatva,-1.47798692270415,-0.650075346131914,-1.10781571182581,-0.216410319567689,-1.30978906584183,2.44388376203844,0.18356158910419,2.13463201492877
Taipalsaari,-3.26573269533072,0.381669133072681,1.66285669317333,1.11660054395289,-0.605852963813889,2.84903483870472,-1.23502642029478,-0.903549129464242
Taivalkoski,-1.91613043952448,-4.27505725815247,1.23530374086596,2.08147017122914,-0.731922783291526,1.88935543679791,-0.101864979823318,1.81884611189879
Taivassalo,-1.51014389586617,-2.64365979269117,0.410767856234882,1.83919400881825,2.85503635531601,-1.82902468965417,0.440549433786837,0.437280724055524
Tammela,-0.827041045080296,-4.5109592809978,0.0342636749001386,2.67944485204206,0.951103570555148,-0.0531150648080212,-3.94401646694383,5.6703197603326
Tampere,-0.0709522301617885,-4.31991131162855,-0.222498268277028,0.0172513415463591,2.14592606437326,0.641935762367035,-0.044623534219868,1.85287217600058
Tarvasjoki,-2.82495459716207,-6.33544215379089,-2.29774948277353,3.90298095409158,0.754718236307635,1.43226827921581,1.27394043413761,4.09423832997386
Tervo,-0.547108142674436,-2.24019976044987,3.12734728679023,-0.154286526320064,-3.96171258044215,2.58835948760633,-0.207068759008505,1.39466899449847
Tervola,-0.625403129986079,10.0070441660726,-0.327256679227348,-0.168975116271174,-0.398377295719184,-8.39681569745731,-1.48504599925315,1.39482975184167
Teuva,-0.162930280136557,-3.63968005521389,1.79570859882424,-0.917166837155992,0.702843268958207,-0.880661580744156,-0.195540985222889,3.29742787069104
Tohmajärvi,-1.94988899780093,0.276740037589333,-0.455668955497199,-0.690801518505051,0.134133773902803,3.89155716393051,-0.450719679286902,-0.755351824332571
Toholampi,-2.50335750738651,-4.12892828364222,1.72119258662369,4.09669621273167,0.249261348374966,0.53290357238786,-0.788611334944937,0.820843405855491
Toivakka,0.202921589171092,2.59643291544733,-0.0427520262051857,5.02727699700134,0.450401628189843,-14.1358671435625,0.897190409094741,5.00439563086335
Tornio,0.112641229970744,-2.49443526373129,0.812402531428642,-0.555734273438361,-0.243363568482,0.565130427331595,0.619366408382603,1.18399250853806
Turku,-0.0171165952565149,-2.80088786186952,-0.662236440699269,0.474222347736237,0.590016824064717,0.306711266611913,0.641529192781512,1.46776126663092
Pello,0.0198827999320379,-1.32799028273341,0.458931172976744,-0.748497041077862,1.15663669786459,-0.312340711659635,-1.30015436282856,2.05353172752611
Tuusniemi,-1.18910767481242,1.36109919178114,-1.28304965327994,-2.33654184037986,-2.80642831538371,0.330562751299207,-1.20076213078772,7.1242276715633
Tuusula,-0.119668892778551,-2.67086943569085,0.496695263709965,-0.31859605304512,-0.524790876018375,1.66235876842253,0.638555281932074,0.836315943468321
Tyrnävä,-3.54656186258648,-2.48186549769808,2.13657748242535,1.57462718598432,-2.2881571016148,0.481238464739659,1.19173585490159,2.93240547384843
Ulvila,-1.13400324589851,-3.68349451929168,-0.353471211696036,-3.39035352907085,-0.00601494116206247,0.079218824282715,-0.0969381900306745,8.5850568128671
Urjala,0.337638907230161,-5.6327802881398,4.91099538565476,6.01284335659964,0.439680179240487,-3.03329563005621,-0.744272897723321,-2.29080901280572
Utajärvi,-1.85580978788648,0.365687654292504,-0.174401654456104,-0.601753874485343,0.730221719770205,0.150386032766118,-1.19847390686973,2.58414381686882
Utsjoki,1.45328371718797,-1.42939756612692,0.0058667739448186,-2.37604344765161,1.44783599852493,-3.85908008984545,1.0434476516142,3.71408696235207
Uurainen,-3.43776721474781,-2.66372616480438,2.76924450023465,-0.848033443410216,-1.80964665033268,4.13767191715155,0.605182922440425,1.24707413346846
Uusikaarlepyy,-1.23555247341655,-0.812239944521497,0.585991678224688,2.31709431345354,-0.846336107258438,0.376502542764679,-1.72330097087379,1.33784096162737
Uusikaupunki,-0.865502550150665,-2.21916592065422,0.225926046123159,-1.06567258021304,1.34852513898388,-0.616066512497301,0.202050925471405,2.98990545293679
Vaasa,-0.0647313148520927,-1.13273254303627,-1.28266114156378,-0.747826482322921,-0.535333444327053,0.952262118882862,0.708601517037674,2.10242129018157
Valkeakoski,-3.02825542246154,-8.03822849714719,0.33230813647021,3.14734073710835,0.693705727506233,1.68555244301592,1.18286362696651,4.02471324854151
Valtimo,-2.36104038174994,-2.17601237292291,0.228408683679436,0.514343914445767,-0.793489126539542,0.188234406533507,0.85309040155416,3.54646447499953
Varkaus,-0.0111846836941492,-6.1672379177288,0.510983592401898,0.0189507155567838,0.00339867918206149,0.290262514512627,1.59558167711802,3.75924542265155
Vehmaa,-4.02156152615177,0.907605491451193,3.50189505600943,2.32072770150762,0.56161037648446,2.01431820096016,-0.722648024930514,-4.56194727533058
Vesanto,-1.23443250482447,-5.56812789336595,2.47835577724114,-1.156397304622,0.503221588332683,-1.55711860295901,0.935578778643664,5.59892016155396
Vesilahti,-2.33940226726211,-1.21206916294515,-0.626932325661285,-2.86900263368831,2.0834764685675,2.38520554219627,1.63803961983282,0.940684758960266
Veteli,-1.55914109829979,-7.48509869063905,3.34351182333399,1.78363787375416,1.21299101035763,1.42429646277115,0.311461794019934,0.968340824701976
Vieremä,-2.12882307394502,1.11380299070848,-0.104590108401084,1.26666545683314,-0.557733255903988,-0.291237175764615,0.207788908246225,0.494126258226869
Vihti,-0.839777008789577,-5.83590884914057,-0.676045462977969,0.968666553814025,-1.08417614513612,2.19750254895635,1.44557621146461,3.82416215180926
Viitasaari,-0.317088177593936,-1.12121724752319,-1.06371367998276,0.755595513221046,0.262688302014467,1.44877612217223,-0.567464031279758,0.602423198971895
Vimpeli,-0.633473068100924,0.543541880882707,-0.155184687178676,-0.204460966542751,1.54488649845764,-1.92984260064858,1.32088902950249,-0.486356086371906
Virolahti,-3.00711104549593,0.354125144558451,-1.46876307177481,0.508353633030683,-0.699096971039098,1.84527939765262,4.00408454516375,-1.53687163209567
Virrat,-1.83395308173603,-5.42338060769584,1.92297771416701,0.65161465573718,1.41124586549063,0.246027561113128,0.280769994590042,2.74469789833387
Vårdö,1.57407407407408,-1.01851851851852,-1.2962962962963,5,-0.185185185185185,-5.46296296296296,2.22222222222222,-0.833333333333334
Vöyri,-1.4479698660068,-3.13296709088413,0.506015802257707,0.290707926309921,-0.378288585429207,0.759609309576808,-0.00856286384851312,3.41145536802421
Ylitornio,-1.28814333822886,-2.62100430640556,-3.22922630499024,6.14600706236287,0.122284493028316,1.09793783271517,-0.431485123164621,0.203629684682923
Ylivieska,-0.631295207840971,-0.379710695395067,-0.0902877955454606,0.161104887306507,-1.28327604022794,2.22349682330193,0.267906013729883,-0.267937985328873
Ylöjärvi,-0.551763126280828,-4.86203566296846,-0.785221303559231,5.17087131651473,-0.120580406567263,-0.0720090452971522,0.720655784043531,0.500082444114668
Ypäjä,-0.997572926684068,-2.50162568118331,-0.964418189311719,3.41970050831158,-1.42950038924761,-0.877776251316573,2.57269771488757,0.778495214544121
Ähtäri,0.711119980152867,-3.59460352757649,-0.362983568986213,3.06001036595777,0.636374963777231,1.04954924633567,0.563348589464311,-2.06281604912515
Äänekoski,-0.425913799581343,-2.56837682204007,0.00282478511237017,0.643498930354173,-1.09522531571804,1.73222202626958,1.29383132567073,0.417138869932602
Koko,-0.516711851618243,-3.0115027278263,-0.071525466020824,0.733179026417346,0.454699427589267,0.537981321527965,0.316353697611723,1.55752657231906
