Alue,M_A,M_BC,M_DEF,M_GHUX,M_JKLM,M_NO,M_P,M_Q
Huittinen,-2.01221029291931,0.329075057539089,1.65009591976969,-1.06803278897906,-0.57025133278668,1.29616601911243,-1.4663693281529,1.84152674641674
Humppila,-1.66723392844251,0.176882535557001,2.20871107810679,-4.02549583836133,-1.20723619748961,1.8394752312881,0.367688769248224,2.30720835009334
Hyrynsalmi,-2.21920253439362,-6.45820099864114,3.21261729209047,-0.130257540062235,1.28287595783515,2.33156976416953,-1.57535237880822,3.55595043781006
Hyvinkää,-0.0677834548060043,-1.09908839775384,0.767775457144992,-0.405914073654522,-1.22233104285566,1.36838668822102,0.221836761183287,0.437118062520732
Hämeenkyrö,-1.30068250281443,-4.79292233487034,0.889786035733737,-0.215176953830206,0.40273992300748,0.110052335165068,1.65487737870262,3.25132611890608
Hämeenlinna,-0.248207519954007,-2.1227714166765,-0.174526791968878,0.139147551146401,0.0114172933409549,1.50327752929592,-0.144405489750961,1.03606884456708
Heinola,0.0914357616675332,-5.19398306525455,1.14046075948864,3.64012688300537,-0.367017245258872,1.52319919617787,-0.899667051411676,0.065444761585681
Ii,-0.770076928813599,-5.60207839740243,-0.642077364800908,-0.366716958185378,-0.275145281297865,2.13311094156049,1.17867161550509,4.3443123734346
Iisalmi,-0.56684295999491,-2.29872259995762,-0.130262802064524,1.10708471857623,0.73437294212356,-0.375062786333501,0.0886782343699704,1.4407552532808
Iitti,-1.8006592850069,-4.4126684161539,1.36354209673409,2.56128902402369,-0.508232278230341,0.453463728821586,0.197457043544816,2.14580808626696
Ikaalinen,0.599671211827337,-5.00554571115978,-0.0745705133878545,-0.504622053664406,1.11521520937178,-0.550240000301295,0.999169555646363,3.42092230166786
Ilmajoki,-3.91520635801279,-5.19334877592848,1.86501809159933,0.409215345999215,0.679083171011554,2.57937656689394,1.65745262964639,1.91840932879084
Ilomantsi,-1.0609904699549,1.1160064746108,0.874799941801252,-0.425351011203261,-1.27809908336971,-1.82689509675542,-0.842517823366798,3.44304706823803
Inari,-3.95587212015598,-0.882677804945635,0.872622901164053,4.17985981485704,0.482284774659338,-0.719132227995129,-0.712320437637496,0.735235100053805
Inkoo,-1.69067842167509,0.557466939038813,-0.193527577679816,5.04461885818729,-1.16385334910225,-2.90560154822062,1.19557036877755,-0.84399526932588
Isojoki,-2.32218262588787,0.391759623129683,0.0202897312602213,0.354841465498303,0.993586614269326,-0.120517952598306,0.906478068783715,-0.224254924455074
Isokyrö,-3.79934367810796,-1.42918229308345,2.9396739795572,0.260526989912385,0.324742086703264,-0.909961614633114,0.50138315156398,2.11216137808769
Imatra,-0.0218930712204254,-4.04978110902114,-0.273881923634107,-0.443622758940201,-0.0843538842122742,2.28554127539259,0.407823018160522,2.18016845347504
Jalasjärvi,-0.856869063414841,-0.626987637160127,1.16583475495461,1.32042290600451,0.193761715212401,-0.0254838777616309,-3.31974895221246,2.14907015437754
Janakkala,-0.584481035225901,-6.66744298958407,0.324075788986065,1.74807129170625,-0.627448450810008,2.68418261215489,1.02308574309218,2.0999570396806
Joensuu,-0.180524995090458,-2.67421985229302,-0.582904121217593,-0.260834079407839,1.03046148355413,0.532983194255925,0.243599916783221,1.89143845341563
Jokioinen,-1.39275141877953,2.39984909427908,1.17585049911963,0.948084992853342,-4.46831526998107,0.134517651435923,-0.526163852556357,1.72892830362898
Jomala,-2.59779847774507,0.397828073759475,-0.344566332482959,1.47830429247513,-0.289226219408445,1.86648872109193,-1.54245670197312,1.03142664428306
Joroinen,0.904890257989987,-2.12968206150385,0.0499067551548924,0.608922814408782,-0.479512559740878,1.6021502940799,-0.705036731673801,0.148361231284968
Joutsa,-1.87181586608443,-5.20321597525473,4.11094432314411,0.872793850072782,-0.907762463609898,1.31089656113537,0.957230258369724,0.730929312227076
Juankoski,-1.69351433052049,-4.44783879380153,1.81566447226366,0.897281146802801,0.750546193004447,-1.84729194296633,-0.296436595305359,4.82158985052279
Juuka,-1.48695628019479,-8.73843223227201,1.16406839272398,2.32071161936996,0.289421221658836,2.63259530387626,0.971227748540073,2.84736422629769
Juupajoki,-0.686517783291977,10.5425971877585,-0.297766749379653,0.0082712985938791,-0.355665839536806,-8.28122415219189,-0.105045492142267,-0.824648469809759
Juva,-1.73774478156853,0.667817689309286,-1.03838709847538,0.738025647424717,0.320350389937415,0.970867014695357,0.292757148342253,-0.213686009665119
Jyväskylä,-0.191177398217868,-4.29316729620941,-0.197092272363915,1.23285576812132,-0.231923913006419,0.723215510911603,1.05473476770896,1.90255483305573
Jämijärvi,-0.851382548553929,-3.5709714578267,-3.28133073557366,2.70513057534688,0.834316974084029,0.197439215742044,0.813933093467203,3.15286488331413
Jämsä,-0.340979667767887,-2.28935160211458,-1.26883275550877,1.58211183456625,-0.367426440357717,1.82042437301904,0.272632109939263,0.591422148224391
Järvenpää,-0.0652514391386743,-2.88410246757536,-0.663012173203178,-0.0810962552724703,0.200527390937991,3.49154798029804,-0.369882103011012,0.371269066964667
Kaarina,-0.159369563960669,-1.60122687418848,-1.06248305917591,0.340773890247423,0.664599162398448,-0.281911346279218,0.688504485649635,1.41111330530877
Kaavi,-1.09730195177956,-1.29745503252966,1.15365480290853,0.19364714887103,-0.58945656333716,-0.525449674703406,-2.3056831228473,4.46804439341753
Kajaani,-0.266388345901956,-6.436962922444,0.226060455128565,2.6727810177213,0.742558731099414,1.12235995680885,-0.381954091601099,2.32154519918893
Kalajoki,-1.18627823447124,-0.172757940650701,-1.13804051334794,0.207598250907274,-1.0906830426101,0.0127812355969024,1.31935448774533,2.04802575683048
Kangasala,-0.241999704669388,-5.37323724540919,-0.22169572508939,1.57639306394962,1.42529981330886,0.0487822886012932,1.48957377464165,1.29688373466654
Kangasniemi,-1.7339141921815,1.35346247456938,1.56292296642256,-1.4922405775864,-1.12766983925321,-0.682731720932694,-0.21809276657487,2.33826365553675
Kankaanpää,-0.639319336849567,-1.55517204273695,-0.982016607510591,2.60281041333135,0.131578666355622,0.537532004655821,-0.942036354496176,0.846623257250485
Kannonkoski,-4.03055848261328,-5.40042149631191,2.24622409553916,1.92922374429224,0.419740077274324,8.12170706006322,-2.24885844748858,-1.03705655075518
Kannus,1.24065917425454,-5.53184275151922,0.441117409653229,2.81923403582927,0.215719581004299,1.25323431235063,0.0807508213342816,-0.518872582907029
Karijoki,-1.05600715937057,-4.24416436721605,-0.49668133343277,3.00693564024163,0.0171526586620931,-0.180475799835931,0.0894921321500484,2.86374822880155
Karkkila,0.254356010039812,-6.77696643583563,-0.854989690708817,3.65180112309972,1.35192366456871,-0.369615939228393,0.0798168786092632,2.66367438945533
Karstula,-0.45706671565625,-4.28439063043724,0.300721846775168,2.4390866745919,0.275756978633503,1.03743319992057,-1.4602351576236,2.14869380379596
Karvia,0.602915796166773,-4.54400944681624,5.10559542192751,-1.10863838677446,-0.483695158506676,0.736442910346081,1.25215732582433,-1.56076846216732
Kaskinen,-0.7951466084617,-18.358013438154,1.98539821682643,3.78955237301015,2.18885701641951,5.25184637979093,2.19643823685496,3.74106782371371
Kauhajoki,-0.978630556716142,-5.85362478911391,-0.145733865082168,3.26050215318035,1.2410405575476,-0.779672853506604,0.205164741800495,3.05095461189038
Kauhava,-0.842691923160025,-3.75262706826825,0.383571368642157,1.18972689614634,-0.226562624121575,0.829677112455325,-0.220972001020401,2.63987823932643
Kauniainen,-0.0046909412451791,-0.571943011318459,-0.960900222897891,-0.768063446543987,-0.371522546618184,1.07766556872581,1.79377684097944,-0.194322241081544
Kaustinen,-1.5793676596747,-0.393843356074042,0.0541865020101868,2.23230766655301,-0.659460008746199,0.211635736306454,0.162353920386079,-0.027812800760783
Keitele,-0.13093243932726,-6.74503974956647,-0.592302321915186,2.30382072662068,0.279881679321139,-0.501752366840699,0.93446621733387,4.45185825437393
Kemi,-0.468088477604043,-4.08071804286947,1.35284998157504,-0.342559934594245,-2.43551705193991,1.52592104813675,1.10480298063837,3.3433094966575
Keminmaa,-0.20461066844077,3.00290668700078,-2.86813105779259,-2.19686220423629,-1.89828459277615,0.157529956217369,0.960478942928614,3.04697293709904
Kempele,0.147168536866001,-13.789311458421,3.4982002647753,4.45111936607614,1.6443927506745,0.455540675055713,1.37645335051191,2.21643651446143
Kerava,0.0247688479227526,-1.90245597151566,-1.51764451327499,2.29355891250765,-0.979613100938948,2.48283260488969,-0.33362006948701,-0.0678267101034784
Keuruu,-0.372293101535472,-2.66884539041689,0.479639740562235,1.1419668095762,0.0313349516760972,-0.0832688882170221,0.571970358047751,0.899495520307102
Kihniö,0.38399766389254,-2.80989925536575,-0.417579208643597,-0.00365016790772543,-1.04796320630749,1.73309972258724,1.94353190246751,0.218462549277266
Kinnula,-5.3953766387277,-3.25428486997636,0.539638405329895,1.78312379110251,1.72469374597034,-0.755896733290351,0.618888351601118,4.73921394799055
Kirkkonummi,-0.0647152654047145,-3.69655680379112,0.276661895294406,-4.61940277471002,5.64903637778734,0.184024110340452,1.27879647340183,0.992155987081828
Kitee,-0.944777692783415,-5.60296674335854,0.43148005841795,1.75930320667315,0.489888994980236,0.7606380749456,-0.298308684495054,3.40474278562008
Kittilä,-1.78494877103777,10.4169076937774,-0.608000387883629,-3.28991804998226,-0.990003355577436,-0.763273853042991,-2.09028711549475,-0.890476160758562
Kiuruvesi,-0.718071145082071,-0.833926822010239,0.345594307858459,-0.312827045696956,-0.061722822398095,0.635718321914945,-0.424469788918647,1.3697049943326
Kivijärvi,-3.87999400285653,-1.07159484561301,2.9086145809496,0.228049271268159,0.613918107427778,1.02503807397003,-0.462411325131977,0.638380139985955
Kokemäki,-0.552381575255332,-5.1355979940632,-0.143462034249451,0.99555795127776,-0.0943843052534534,-0.112132457652327,2.42506218446264,2.61733823073337
Kokkola,-0.713542828170669,-1.86098705059453,-1.20707331341003,0.563611861576256,0.293461455539471,0.285961127400114,0.359206426743621,2.27936232091577
Kolari,-3.05136331259107,-0.31700949853382,1.59770256247085,2.87233927157418,0.711034136146857,-4.18390166649191,0.600211882025824,1.77098662539909
Konnevesi,-2.09026128266033,-4.97511593711119,2.27123628548807,3.87003732609433,0.489480827960637,2.62979300984052,-0.695622667119104,-1.49954756249293
Kontiolahti,-0.449641207161544,-1.00256954060658,-2.49935250303017,1.92643128069221,-0.397287669272179,0.0616826060730684,0.190528823270814,2.17020821003439
Korsnäs,-0.392392877731002,-2.80637018265156,-0.0909099878363842,4.17058378306763,-0.186753075787921,-0.129247223017,-3.18776929441164,2.62285885836788
Hämeenkoski,-5.72788697788698,1.45665145665146,1.40546390546391,0.370012870012868,0.881157131157131,2.31221481221481,0.866532116532116,-1.56414531414531
Koski,-3.25650728127508,2.19584909987387,-0.0114665749340688,-0.384130260291254,-0.103199174406605,0.687994496044031,0.0401330122692354,0.831326682719871
Kotka,-0.00549325616459706,-4.89993607191158,-0.42034831099962,1.03083711348759,-0.0296272174213339,1.45899586256023,0.0705351634867322,2.79503671696258
Kouvola,-0.845827427937481,-5.09560269173885,-1.58985403176,2.14011567059513,0.00691530119219763,2.90985580900391,0.258593490269312,2.21580388037578
Kruunupyy,-2.01262528583194,-3.01700387599959,2.01853269864827,1.08647715581098,-2.8557670295318,0.918846094134425,2.67087421815589,1.19066602461378
Kuhmo,-1.53228708093464,-0.179245682356925,0.618438875719607,-1.84902006434135,-1.02224432780223,2.3693172197765,0.173446495089739,1.4215945648493
Kuhmoinen,-1.10156750078152,-1.39482263274633,0.760677017431561,3.17221668130462,0.283951352397398,0.780401030114474,1.18939517989788,-3.69025112761808
Kumlinge,-3.37893296853625,-1.16279069767442,0.0410396716826265,-7.75649794801642,1.24487004103967,3.63885088919289,3.61149110807114,3.76196990424077
Kuopio,-0.483994240194601,-1.35287442225616,-0.632644723247322,1.0973808138054,-0.407677746601882,0.706268466316445,-0.207113628255273,1.28065548043339
Kuortane,-3.04422656327667,-5.69561462372005,-0.708476240182922,4.16604533253803,0.879343125559201,1.31878168804056,0.131878168804056,2.9522691122378
Kurikka,-0.669200797970229,-7.16573344494757,0.517130725146012,1.76116083731387,0.625580990168157,0.804110737789543,0.440437248622917,3.68651370387729
Kustavi,-3.48242690501439,1.77056506589911,0.819951522496591,4.40084835630965,-1.75541584608393,1.10210574155431,-1.1797454931071,-1.67588244205423
Kuusamo,-1.29777708732097,-0.172878823852416,-0.040267148162588,-0.956372248716868,1.06529995300334,0.288040180678216,-0.0853731935353697,1.19932836790666
Outokumpu,-0.192676535863255,1.57980346338202,-1.01367118966263,-1.32623825957205,0.289506158442612,0.707393459244162,0.115108015474919,-0.159225111445785
Kyyjärvi,-2.36244791608172,-2.42365704915824,0.882197688653287,-1.2028436977055,0.893990273924909,0.986646301059086,1.06807129460124,2.15804310470693
Kärkölä,-0.0868989262167723,-7.82846521322681,-0.0946853894504409,3.67121758822287,-0.514255966003104,-0.51193500100076,1.04585677799146,4.31916612968355
Kärsämäki,4.48177354337547,-15.4975416770501,1.46911133523782,3.84764707958507,2.02623138075717,-0.932205474514618,1.45969943967135,3.14528437293781
Kökar,-0.965250965250966,0,-1.11969111969112,4.32432432432432,-2.7027027027027,-0.193050193050194,0.54054054054054,0.115830115830114
Köyliö,-3.97941886389181,-1.62534777882188,3.55125937390599,0.140263114255706,1.41161350947985,-0.455336907854734,0.981381165588783,-0.0244136126619132
Kemijärvi,0.950972104818258,-10.7376560091492,1.03724329968674,-0.0725970861717435,0.108398388941375,3.06225448759385,1.67047884242454,3.9809059718562
Kemiönsaari,-0.966212787061233,-8.24608199077456,1.46247161602382,3.53981006877954,1.44254876073138,3.71693765608521,0.430199636758216,-1.37967296054239
Lahti,0.0235934410104917,-4.23366061359426,-0.421027969703559,-0.0985895195377218,-0.0510431117570285,1.42157655124592,0.708581261627207,2.65056996070895
Laihia,-2.55758005690537,-3.00369859175926,0.607144784831405,0.830833763850443,0.634029614436589,-0.531630798808433,0.996872004050717,3.02402928030391
Laitila,-1.27619149936317,-0.947070948434522,-0.51201922935026,0.701693147491067,0.422137443181941,0.602943864613788,-0.145959520533403,1.15446674239456
Lapinlahti,0.461796200996197,-4.11495341459633,-1.08032630796365,0.251513355351925,1.59516421916371,-1.65354995413196,0.952486366396482,3.58786953478362
Lappajärvi,0.952760371650822,-2.64382562662057,-3.66410976663786,0.946007994814174,1.09840914001729,-0.843034248055315,0.518042350907519,3.63574978392394
Lappeenranta,-0.478923295033352,-2.91882929864558,-0.1941178509419,-0.0262934259354921,-0.111973114729798,2.28313553568939,-0.0154061293807359,1.46240757897746
Lapinjärvi,-1.05603605671421,-3.3649803336498,1.54732965393483,3.22329914761761,-0.329580903295809,1.14210894219032,-0.193846571169235,-0.968293878913709
Lapua,-0.937215510980636,-2.72980380638697,-0.20357784593743,1.42397333103429,-0.0198487790930741,0.139136288292922,0.277152277397768,2.05018404567314
Laukaa,-1.32966033045929,-3.51493675505793,-0.196195563051983,6.37396692941152,0.01183646444807,-1.9736996225894,0.173848071581019,0.454840805717996
Lavia,-5.66129075939768,-1.82097010074748,-3.1009641425631,0.774902502437438,0.745450113747157,-0.541653125338533,-0.904899252518688,10.5094247643809
Lemi,-3.09839167455061,-4.03432896337343,3.2639545884579,1.57904221291166,0.130648285804388,-1.39883768076767,0.708429066991035,2.84948416452674
Lemland,-1.82026544427269,-0.964767336495923,-0.293161345344064,-4.33878791109216,-0.403763125632962,3.40999946697937,1.12200842172592,3.28873727413251
Lempäälä,-0.459167463326741,-4.95618011120711,-0.0797385021230159,3.07826521067621,0.138939792011822,0.142039839259906,-0.00117753732679127,2.13701877203572
Leppävirta,-1.73438811562236,-6.65311508127101,-0.0231939427027541,3.43850960527132,1.95712697472762,1.46924355524536,-1.12127361799971,2.66709062235154
Lestijärvi,10.4697236380017,-16.2705728276012,4.0982991182776,-3.4117735383178,1.04772312081349,4.65803018043193,1.51486081799147,-2.10629050959718
Lieksa,-1.37400119027336,-2.84917622894007,0.35761540437137,-1.72283086414251,0.302491536300548,2.02714330899794,-0.410084547175296,3.66884258086137
Lieto,-0.498243479887291,-5.69360235468642,-1.84388566092773,4.62429173439674,-0.404981221190179,1.16949758741731,0.565020513556366,2.08190288132121
Liminka,-2.28306346012583,0.209351346172271,0.161604547922455,0.719555427804927,0.281051387691226,0.590527290728497,0.502059978921146,-0.181086519114686
Liperi,-3.07109565836463,1.05453289839349,1.37565992757773,-0.721485818410031,0.478721289245153,0.141784055499068,-1.11253233690315,1.85441564296238
Loimaa,-0.954896307112129,-2.49186862635284,-0.76746174681552,1.62754554455903,0.691026582309377,2.52393391124961,0.612653182212267,-1.24093254004979
Loppi,-3.5461723112944,-0.292077098863237,-0.470581605646554,1.0747344094024,-0.752405181926937,3.85276111050734,-1.12973057598316,1.26347125380456
Loviisa,-0.889552510635342,-3.49137977569439,0.586193559228631,2.46441156272751,-0.747859436527557,0.692899023045939,0.270213720729047,1.11507385712616
Luhanka,-5.6332369013179,-0.208936033429766,2.78045644487303,0.554484088717455,-0.964320154291225,-1.34201221472195,1.27772420443587,3.53584056573449
Lumijoki,-11.1175093093785,-2.34387329861244,2.27050729181329,3.30445613181995,0.55237778374943,0.962289019412133,0.986175626276974,5.38557675491915
Lumparland,-5.04961020552799,1.8781006378455,0.407512402551382,5.79376328844791,-1.47058823529412,-2.12615166548547,1.08079376328845,-0.513819985825656
Luoto,-0.644148425879474,-11.6167850447548,2.25721490243709,3.89415502688811,0.353814062788794,1.59667397178289,-2.68430016106461,6.84337566780204
Luumäki,-0.147305339032769,-2.97921381275668,-2.87654010560724,2.55447992624256,-0.240130751822982,1.74524348336267,1.13024893135529,0.813217668259158
Luvia,-3.7569925097184,-6.9372625099372,5.15640612350577,-0.160453938779529,3.15875458570064,-0.0404781527375633,2.51347448417705,0.0665519177892371
Lohja,-0.469852974495439,-3.35069437217869,-1.27663721134494,0.496922807388376,-0.307531102303968,0.882512762737534,0.560610181580405,3.46466990861672
Parainen,-0.790120261971525,-2.29066131125075,0.0899757661759963,0.723461046881759,0.00884874756811271,-0.686861250018223,0.528373498952728,2.4169837636619
Maalahti,-2.7263244095561,-4.1885503344465,3.82749287890808,-0.352485179471387,-0.0524555171253924,1.63406883651222,1.23557153947576,0.622682185703319
Maaninka,-1.84850263214732,-0.508976353216063,-1.22891718716935,-0.796189113185605,0.132534562614127,1.71095030008443,0.305429444707453,2.23367097831233
Maarianhamina,0.000766544268158614,-0.670327820889531,0.405631567935829,-7.33788128148486,1.8349697570842,1.27831098765311,0.577787947054769,3.91074229837832
Marttila,-2.51091032024095,-1.11869199090295,-0.0338066260987162,-2.16362407031778,1.88087774294671,-0.992685475444096,0.593152621550188,4.34568811850759
Masku,-0.98331862338325,-5.41243083635596,1.30776831975229,-3.83105744504294,1.08409888605116,3.01780734754676,1.59486158474544,3.22227076668651
Merijärvi,0.310141192131759,-6.0357158030391,5.03306756546245,2.79835157832127,-2.77710903091499,-0.14020081288148,2.96545961791738,-2.15399430699729
Merikarvia,-1.31014849580673,0.500525762355416,0.308173681105897,2.26195788771768,0.384909338052371,-0.257803082762689,-1.59329075940602,-0.294324331255932
Miehikkälä,-3.13483850920753,-0.751024524087309,-0.19083410038284,-0.479576940439827,0.705294693580822,1.76001219462147,-1.05413122116236,3.14509840707757
Mikkeli,-0.694592509920196,-2.29293402784272,-0.416719412428942,1.17978571078417,0.0108904003106414,0.876210743563108,-0.044926592664444,1.38228568819838
Muhos,0.52520426533721,-3.4407850839093,0.351877730357166,-1.30377308607471,-2.00768591607811,0.777215444851506,4.61948105903237,0.478465586483864
Multia,0.675990675990676,-1.42579642579643,1.92973692973693,-0.603285603285602,-1.42024642024642,0.545010545010546,-1.8986568986569,2.1972471972472
Muonio,-1.31291244615972,-0.223813099048547,0.019867665977336,0.897557484511999,-0.343787457685163,-1.67514061038739,-0.721382877364912,3.35961134015639
Mustasaari,-1.93349776501572,-3.82867768466156,0.424420395376808,1.57920694609331,-0.738054091882903,2.03245405757351,-0.0255249240222311,2.48967306653878
Muurame,-0.154833682830746,-3.30770821114988,0.389833774248581,2.91607420877864,0.364096137807463,2.08202008098214,1.21774181072008,-3.50722411855627
Mynämäki,-2.48317489097697,-2.15890232337601,-0.995795183619498,2.65238598494714,-1.57943571814958,1.83450453789594,0.408627678827827,2.32178991445114
Myrskylä,-0.231798843832596,0.293635425647695,-1.77064635128832,-1.29432799536402,2.13353874856893,1.61340475752993,-0.0745572500742036,-0.669248491187403
Mäntsälä,-1.20208076177041,-5.30932495471378,0.229092191532677,3.25999903816867,-0.420432503486639,2.18734871194755,-0.588785046728972,1.8441833250509
Mäntyharju,-2.61227625025972,0.640796980796498,-0.921931322803406,-0.418282047502128,0.141424751242027,-1.17427702186482,1.43780383036585,2.9067410800257
Mänttä-Vilppula,0.185916855244908,-8.13834875416697,0.395054307492032,1.49709642735479,-0.0719619893179546,0.604400868676547,0.782704257610044,4.7451380271066
Naantali,-0.744520335766807,-5.85298778234153,0.0170141002471329,3.83164806247492,1.95889097248801,-0.523668161403831,0.22025452717075,1.09336861713135
Nakkila,-0.477289429578992,-2.03736894697607,-5.37026609777891,1.88701815048033,0.370490797870372,0.134357437044321,0.985706430652264,4.50735165828667
Nastola,0.0522084674658272,-5.03941102605042,-0.648272252986378,1.00711817885693,-0.0136785363226757,0.626501609589927,2.4032325708542,1.61230098859259
Nivala,-1.56909091327956,-1.47002923471398,1.49164508537241,0.991742336953859,1.27316965447879,-3.30675123440396,1.38015626732962,1.20915803826282
Nokia,-0.236084773727238,-8.10263666447534,0.798179224461264,3.86939244591797,0.790254267068705,3.84465606159118,0.191709484478437,-1.15547004531498
Nousiainen,-2.26058939778495,-8.9824071730839,-1.64380442732199,7.60371135675495,3.39596186432696,2.78114248134125,-2.46845027350331,1.57443556927099
Nurmes,-0.199193567858609,0.472967353716804,0.3561339546563,-1.72600891206778,0.522665142869407,-2.92284703275359,-0.914680767156804,4.41096382859427
Nurmijärvi,-0.737756113796028,-3.00221311999027,0.0407724586774556,3.05466163968751,-0.0954296779536037,1.29490114736484,-0.45266141935975,-0.102274914630147
Närpiö,-1.7947359325216,-1.73625665794444,0.733848824986326,1.22903898886044,0.0603033511966746,0.669130379244702,0.152802691134858,0.685868355043041
